id,date,sqft_living,price,bedrooms,bathrooms,sqft_lot,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
5101402488,20140624T000000,1520,438000,3,1.75,6380,6380,1,0,0,3,7,790,730,1948,98115,1520,6235
1873100390,20150302T000000,2570,719000,4,2.5,7173,7173,2,0,0,3,8,2570,0,2005,98052,2630,6026
8562750320,20141110T000000,2320,580500,3,2.5,3980,3980,2,0,0,3,8,2320,0,2003,98027,2580,3980
2426039314,20141201T000000,1190,280000,2,1.5,1265,1265,3,0,0,3,7,1190,0,2005,98133,1390,1756
461000390,20140624T000000,2330,687500,4,1.75,5000,5000,1.5,0,0,4,7,1510,820,1929,98117,1460,5000
7589200193,20141110T000000,1090,535000,3,1,3000,3000,1.5,0,0,4,8,1090,0,1929,98117,1570,5080
7955080270,20141203T000000,2060,322500,4,2.75,6659,6659,1,0,0,3,7,1280,780,1981,98058,2020,8720
9547205180,20140613T000000,2300,696000,3,2.5,3060,3060,1.5,0,0,3,8,1510,790,1930,98115,1590,3264
9435300030,20140528T000000,1660,550000,4,1,34848,34848,1,0,0,1,5,930,730,1933,98052,2160,11467
2768000400,20141230T000000,2360,640000,4,2,6000,6000,2,0,0,4,8,2360,0,1904,98107,1730,4700
7895500070,20150213T000000,1220,240000,4,1,8075,8075,1,0,0,2,7,890,330,1969,98001,1290,7800
2078500320,20140620T000000,2620,605000,4,2.5,7553,7553,2,0,0,3,8,2620,0,1996,98056,2620,11884
5547700270,20140715T000000,2570,625000,4,2.5,5520,5520,2,0,0,3,9,2570,0,2000,98074,2470,5669
7766200013,20140811T000000,4220,775000,4,2.25,24186,24186,1,0,0,3,8,2600,1620,1984,98166,2410,30617
7203220400,20140707T000000,3595,861990,5,2.75,5639,5639,2,0,0,3,9,3595,0,2014,98053,3625,5639
9270200160,20141028T000000,1570,685000,3,1,2280,2280,2,0,0,3,7,1570,0,1922,98119,1580,2640
1432701230,20140729T000000,1280,309000,3,1,9656,9656,1,0,0,4,6,920,360,1959,98058,1340,8808
8035350320,20140718T000000,3160,488000,3,2.5,13603,13603,2,0,0,3,8,3160,0,2003,98019,3050,9232
8945200830,20150325T000000,990,210490,3,1,8528,8528,1,0,0,3,6,990,0,1966,98023,1228,8840
4178300310,20140716T000000,2290,785000,4,2.5,13416,13416,2,0,0,4,9,2290,0,1981,98007,2680,13685
9215400105,20150428T000000,1250,450000,3,1.75,5963,5963,1,0,0,4,7,1250,0,1953,98115,970,5100
822039084,20150311T000000,2753,1.35E+06,3,2.5,65005,65005,1,1,2,5,9,2165,588,1953,98070,2680,72513
5245600105,20140916T000000,1190,228000,3,1,9199,9199,1,0,0,3,7,1190,0,1955,98148,1190,9364
7231300125,20150217T000000,3150,345000,5,2.5,9134,9134,1,0,0,4,8,1640,1510,1966,98056,1990,9133
7518505990,20141231T000000,1410,600000,3,1.75,4080,4080,1,0,0,4,7,1000,410,1950,98117,1410,4080
3626039271,20150205T000000,1980,585000,2,1.75,8550,8550,1,0,0,3,7,990,990,1981,98117,1480,6738
4217401195,20150303T000000,2730,920000,5,2.25,6000,6000,1.5,0,0,3,8,2130,600,1927,98105,2730,6000
9822700295,20140512T000000,2830,885000,4,2.5,5000,5000,2,0,0,3,9,2830,0,1995,98105,1950,5000
9478500640,20140819T000000,2250,292500,4,2.5,4495,4495,2,0,0,3,7,2250,0,2008,98042,2250,4500
2799800710,20150407T000000,2420,301000,3,2.5,4750,4750,2,0,0,3,8,2420,0,2003,98042,2690,4750
7922800400,20140827T000000,3250,951000,5,3.25,14342,14342,2,0,4,4,8,3250,0,1968,98008,2960,11044
8079040320,20150223T000000,1850,430000,4,3,9976,9976,2,0,0,3,8,1850,0,1991,98059,2270,8542
1516000055,20141210T000000,2150,650000,3,2.25,21235,21235,1,0,3,4,8,1590,560,1959,98166,2570,18900
9558200045,20140828T000000,1260,289000,3,1.75,8400,8400,1,0,0,3,7,1260,0,1954,98148,1290,8750
5072410070,20141021T000000,2519,505000,3,1.75,8690,8690,2,0,0,5,8,2519,0,1973,98166,2500,9500
9528102996,20141207T000000,1540,549000,3,1.75,1044,1044,3,0,0,3,8,1540,0,2014,98115,1580,3090
1189001180,20140603T000000,1660,425000,3,2.25,6000,6000,1,0,0,3,7,1110,550,1979,98122,1440,4080
3253500160,20141120T000000,2770,317625,3,2.75,3809,3809,1.5,0,0,5,7,1770,1000,1925,98144,1440,4000
3394100030,20140909T000000,2720,975000,4,2.5,11049,11049,2,0,0,3,10,2720,0,1989,98004,2750,11049
3717000160,20141009T000000,2240,287000,4,2.5,4648,4648,2,0,0,3,7,2240,0,2005,98001,2221,4557
1274500060,20140825T000000,1000,204000,3,1,12070,12070,1,0,0,4,7,1000,0,1968,98042,1010,12635
1802000060,20140612T000000,3200,1.33E+06,5,2.25,20158,20158,1,0,0,3,8,1600,1600,1965,98004,3390,20158
1525059190,20140912T000000,4770,1.04E+06,5,3.25,50094,50094,1,0,0,4,11,3070,1700,1973,98005,3530,38917
1049000060,20150105T000000,1260,325000,3,2,5612,5612,1,0,0,4,7,1260,0,1972,98034,1640,4745
8820901275,20140610T000000,2750,571000,4,2,7807,7807,1.5,0,0,5,7,2250,500,1916,98125,1510,7807
5416510140,20140710T000000,2380,360000,4,2.5,5000,5000,2,0,0,3,8,2380,0,2005,98038,2420,5000
3444100400,20150316T000000,1790,349000,3,1.75,50529,50529,1,0,0,5,7,1090,700,1965,98042,1940,50529
3276920270,20141105T000000,3430,832500,4,4,35102,35102,2,0,0,4,10,2390,1040,1986,98075,3240,35020
4036801170,20141013T000000,1760,380000,4,1.75,7300,7300,1,0,0,3,7,880,880,1956,98008,1680,7500
2391600320,20150420T000000,1040,480000,3,1,5060,5060,1,0,0,3,7,1040,0,1941,98116,890,5060
6300000287,20140609T000000,1410,410000,3,1,5060,5060,1,0,0,4,7,910,500,1956,98133,1130,5693
1531000030,20150323T000000,3450,720000,4,2.5,39683,39683,2,0,0,3,10,3450,0,2002,98010,3350,39750
5104520400,20141202T000000,2350,390000,3,2.5,5100,5100,2,0,0,3,8,2350,0,2003,98038,2350,5363
7437100340,20141222T000000,1900,360000,4,2.5,5889,5889,2,0,0,3,7,1900,0,1992,98038,1870,6405
9418400240,20141028T000000,2020,355000,2,1,6720,6720,1,0,0,3,7,1010,1010,1948,98118,1720,6720
1523059105,20150128T000000,1680,356000,3,1.5,8712,8712,1,0,0,3,8,1680,0,1964,98059,1850,8797
1133000671,20140602T000000,960,315000,3,1,6634,6634,1,0,0,3,6,960,0,1952,98125,1570,7203
4232902595,20141114T000000,2140,940000,3,1.5,3600,3600,2,0,0,3,9,1900,240,1925,98119,2020,4800
2599001200,20141103T000000,2660,305000,5,2.25,8400,8400,1.5,0,0,5,7,2660,0,1961,98092,1590,8165
3342103156,20140618T000000,2770,461000,3,3.25,6278,6278,2,0,0,3,9,1980,790,2006,98056,1900,7349
1332700270,20140519T000000,1610,215000,2,2.25,2040,2040,2,0,0,4,7,1610,0,1979,98056,1950,2025
3869900162,20140904T000000,1030,335000,2,1.75,1066,1066,2,0,0,3,7,765,265,2006,98136,1030,1106
2791500270,20140522T000000,1980,243500,4,2.5,7403,7403,2,0,0,3,7,1980,0,1988,98023,1980,7510
5036300431,20150311T000000,3520,1.10E+06,5,2.75,6353,6353,2,0,0,4,10,3520,0,2001,98199,2520,6250
4168000060,20150226T000000,1200,153000,3,1,10500,10500,1,0,0,3,7,1200,0,1962,98023,1350,10500
6021501535,20140725T000000,1580,430000,3,1.5,5000,5000,1,0,0,3,8,1290,290,1939,98117,1570,4500
6021501535,20141223T000000,1580,700000,3,1.5,5000,5000,1,0,0,3,8,1290,290,1939,98117,1570,4500
1483300570,20140908T000000,3300,905000,4,2.5,10250,10250,1,0,0,3,7,2390,910,1946,98040,1950,6045
3422049190,20150330T000000,1960,247500,3,1.75,15681,15681,1,0,0,3,7,1960,0,1967,98032,1750,15616
1099611230,20140912T000000,1160,199000,4,1.5,6400,6400,1,0,0,4,7,1160,0,1975,98023,1160,6400
722079104,20140711T000000,1810,314000,3,1.75,41800,41800,1,0,0,5,7,1210,600,1980,98038,1650,135036
7338200240,20140516T000000,2320,437500,3,2.5,36847,36847,2,0,2,3,9,2320,0,1992,98045,2550,35065
1952200240,20140611T000000,2070,850830,3,2.5,13241,13241,1.5,0,0,5,9,1270,800,1910,98102,2200,4500
5200100125,20141027T000000,1980,555000,3,2,3478,3478,1.5,0,0,4,7,1440,540,1929,98117,1610,3478
7214720075,20141212T000000,2190,699950,3,2.25,107593,107593,2,0,0,4,8,2190,0,1983,98077,2570,47777
2450000295,20141007T000000,2920,1.09E+06,3,2.5,8113,8113,2,0,0,3,8,2920,0,1950,98004,2370,8113
6197800045,20140924T000000,1210,290000,3,1,33919,33919,1,0,0,3,7,1210,0,1954,98058,1640,14910
1328310370,20150402T000000,2340,375000,3,2.5,10005,10005,1,0,0,4,8,1460,880,1978,98058,2250,8162
546000875,20140523T000000,1670,460000,3,1,4005,4005,1.5,0,0,4,7,1170,500,1939,98117,1240,4005
3530510041,20140723T000000,1240,188500,2,1.75,2493,2493,1,0,0,4,8,1240,0,1985,98198,1270,4966
1853000400,20150305T000000,3140,680000,4,2.5,28037,28037,2,0,0,4,10,3140,0,1991,98077,2990,35001
3134100116,20140827T000000,2030,470000,5,1.75,12342,12342,2,0,0,4,7,2030,0,1942,98052,2500,9433
9545230140,20140725T000000,2310,597750,4,2.5,9624,9624,2,0,0,3,8,2310,0,1984,98027,1940,9636
3362400511,20150304T000000,1260,570000,3,1.75,3328,3328,1,0,0,5,6,700,560,1905,98103,1380,3536
2525310310,20140916T000000,1540,272500,3,1.75,12600,12600,1,0,0,4,7,1160,380,1980,98038,1540,11656
6126500060,20141124T000000,2080,329950,3,1.75,5969,5969,1,0,2,3,7,1080,1000,1971,98108,2090,5500
8961960160,20141028T000000,3230,480000,4,2.5,16171,16171,2,0,3,3,9,2520,710,2001,98001,2640,8517
3626039325,20141121T000000,4380,740500,3,3.5,6350,6350,2,0,0,3,8,2780,1600,1900,98117,1830,6350
3362400431,20140626T000000,1590,518500,3,3.5,1102,1102,3,0,0,3,8,1590,0,2010,98103,1620,3166
4060000240,20140623T000000,880,205425,2,1,6780,6780,1,0,0,4,6,880,0,1945,98178,1190,6780
3454800060,20150108T000000,1570,171800,4,2,9600,9600,1,0,0,3,6,1570,0,1950,98168,1880,9000
1695900060,20150511T000000,1610,535000,4,1,2982,2982,1.5,0,0,4,7,1610,0,1925,98144,1610,4040
7278700070,20150102T000000,2400,660000,3,2.5,6474,6474,1,0,2,3,8,1560,840,1964,98177,2340,10856
6675500070,20141119T000000,1450,391500,3,2,9132,9132,1,0,0,3,7,1450,0,1987,98034,1580,9104
3626039187,20150406T000000,770,395000,2,1,6000,6000,1,0,0,3,6,770,0,1953,98117,1710,6000
3524049083,20141104T000000,2100,445000,4,1.75,4400,4400,1.5,0,0,5,7,1720,380,1924,98118,1850,4400
3275860240,20140618T000000,2910,770000,3,2.25,10204,10204,2,0,0,3,9,2910,0,1990,98052,2700,13992
4389200955,20150302T000000,2750,1.45E+06,4,2.75,17789,17789,1.5,0,0,3,8,1980,770,1914,98004,3060,11275
4058801670,20140717T000000,2100,445000,3,2.25,8201,8201,1,0,2,3,8,1620,480,1967,98178,2660,8712
8732020310,20140717T000000,2160,260000,4,2.25,8811,8811,1,0,0,3,8,1360,800,1978,98023,2090,8400
2331300505,20140613T000000,2320,822500,5,3.5,4960,4960,2,0,0,5,7,1720,600,1926,98103,1700,4960
7853210060,20150406T000000,2070,430000,4,2.5,4310,4310,2,0,0,3,7,2070,0,2004,98065,1970,3748
3668000070,20150105T000000,1060,212000,3,1.75,7875,7875,1,0,0,4,7,1060,0,1986,98092,1420,7680
9545240070,20150428T000000,2010,660500,4,2.25,9603,9603,1,0,0,3,8,1440,570,1986,98027,2060,9793
1243100136,20140612T000000,3950,784000,3,3.5,111078,111078,1.5,0,0,3,9,2460,1490,1989,98052,2480,88500
8929000270,20140512T000000,2010,453246,3,2.5,2287,2287,2,0,0,3,8,1390,620,2014,98029,1690,1662
2767602356,20150126T000000,2140,675000,4,3.5,2278,2278,3,0,0,3,9,2140,0,2005,98107,1540,2285
921049315,20140813T000000,1320,199000,3,1.75,17390,17390,1,0,0,4,7,1320,0,1956,98003,1550,19265
3655000070,20140805T000000,2020,220000,4,1.75,7840,7840,1,0,0,3,7,1010,1010,1968,98003,1750,8140
4027700812,20140529T000000,2590,452000,4,2.25,10002,10002,1,0,0,4,8,1340,1250,1968,98028,1550,10436
3992700335,20140707T000000,1190,382500,2,1,4440,4440,1,0,0,3,6,1190,0,1981,98125,1060,5715
2767603505,20140507T000000,1170,519950,3,2.25,1249,1249,3,0,0,3,8,1170,0,2014,98107,1350,1310
4232901525,20140627T000000,1110,665000,2,1,3200,3200,1,0,0,3,7,1110,0,1925,98119,1170,3600
1777500060,20140708T000000,2820,527700,5,2.5,9375,9375,1,0,0,4,8,1550,1270,1968,98006,2820,9375
1432900240,20150508T000000,1610,205000,3,1,8579,8579,1,0,0,4,7,1010,600,1962,98058,1610,8579
6140100875,20150415T000000,1060,420000,3,1,8097,8097,1,0,0,4,7,940,120,1923,98133,1560,7940
6071600370,20150227T000000,2030,500000,4,2.25,8517,8517,1,0,0,4,8,1380,650,1961,98006,2230,8824
1526069017,20141203T000000,3670,921500,4,2.5,315374,315374,2,0,0,4,9,3670,0,1994,98077,2840,87991
809001525,20140625T000000,2550,890000,4,1,4000,4000,2,0,0,3,8,2370,180,1905,98109,2200,4000
3224079105,20140806T000000,2420,430000,2,2.5,60984,60984,2,0,0,3,7,2420,0,2007,98027,1940,193842
8075400570,20141030T000000,2260,258000,5,2,12500,12500,1,0,0,4,8,1130,1130,1960,98032,1360,18000
1994200024,20141104T000000,1430,511000,3,1,3455,3455,1,0,0,3,7,980,450,1947,98103,1450,4599
3362900810,20140820T000000,1360,532170,3,2,3090,3090,2,0,0,3,8,1360,0,1990,98103,1500,3090
1324300398,20150409T000000,1110,560000,3,1,5000,5000,1.5,0,0,3,7,1110,0,1947,98107,1420,5000
537000445,20150331T000000,1250,282950,3,1,8200,8200,1,0,0,4,7,1250,0,1954,98003,1680,8633
7855801670,20150401T000000,5180,2.25E+06,4,3.25,19850,19850,2,0,3,3,12,3540,1640,2006,98006,3160,9750
7920100045,20140516T000000,700,350000,1,1,5100,5100,1,0,0,3,7,700,0,1942,98115,1010,5100
8960000030,20140728T000000,1180,215000,3,1,7669,7669,1,0,0,4,7,1180,0,1967,98058,1190,7669
6388930390,20141120T000000,3960,650000,5,3.5,25245,25245,2,0,0,3,9,2500,1460,1996,98056,2640,13675
8731900200,20140807T000000,2640,320000,4,2.75,7500,7500,1,0,0,3,8,1620,1020,1967,98023,1980,7875
8029200135,20141113T000000,1270,247000,3,2,7198,7198,1.5,0,0,3,7,1270,0,1916,98022,1160,7198
1081200350,20141003T000000,1760,320000,4,1.75,11180,11180,1,0,0,4,8,1760,0,1968,98059,1730,11180
84000105,20140507T000000,2060,255000,5,2.25,8632,8632,1,0,0,3,7,1030,1030,1962,98146,1010,11680
3756500060,20150309T000000,1780,438000,3,1.75,9660,9660,1,0,0,3,7,1780,0,1962,98034,1200,9660
7215720160,20150304T000000,3400,900000,3,2.5,16603,16603,2,0,0,3,10,3400,0,2000,98075,3400,12601
3574800520,20140620T000000,1910,441000,3,2.75,7280,7280,1,0,0,3,7,1160,750,1979,98034,1710,8152
2617300160,20140812T000000,2020,420000,3,2,38332,38332,1,0,0,4,7,1010,1010,1975,98027,2110,36590
2558660270,20141208T000000,1580,370000,3,1.75,7000,7000,1,0,0,3,7,1180,400,1976,98034,1640,7500
2009000370,20150219T000000,1340,269950,2,1.75,7250,7250,1,0,0,5,5,700,640,1949,98198,1830,9750
1836980160,20150324T000000,2680,807100,4,2.5,4499,4499,2,0,0,3,9,2680,0,1999,98006,2920,4500
3261020370,20140605T000000,2680,653000,3,2.5,9750,9750,1,0,0,4,8,1610,1070,1979,98034,2480,8750
1755700060,20140611T000000,1370,371500,3,2,8336,8336,1,0,0,5,7,1370,0,1964,98133,1770,7288
4330600435,20150316T000000,1560,284000,3,1.75,21000,21000,1,0,0,3,7,1560,0,1954,98166,1070,7920
9542800700,20150102T000000,2160,272000,3,1.75,7140,7140,1,0,0,4,7,1670,490,1978,98023,1930,7350
1999700045,20140502T000000,1340,313000,3,1.5,7912,7912,1.5,0,0,3,7,1340,0,1955,98133,1480,7940
1762600070,20150116T000000,3880,917500,4,2.5,35003,35003,2,0,0,3,10,2570,1310,1984,98033,3740,35230
1687900520,20140929T000000,2590,673000,4,2.25,8190,8190,2,0,0,4,8,2590,0,1980,98006,2260,8335
7234600798,20150210T000000,1120,425000,3,2.5,1100,1100,2,0,0,3,8,820,300,2008,98122,1590,1795
3881900445,20140709T000000,1970,399950,5,2.75,5400,5400,1,0,0,3,7,1320,650,1986,98144,1280,2150
2254502445,20140530T000000,1220,385000,3,1,4800,4800,1,0,0,3,6,1220,0,1901,98122,1200,4800
5437810320,20141117T000000,1950,269950,3,1.5,7560,7560,1,0,2,4,7,1320,630,1975,98022,1950,8941
9158100075,20150107T000000,1350,330000,2,1,8220,8220,1,0,0,3,7,1060,290,1949,98177,1540,8280
3830630310,20140725T000000,1670,260000,3,2.5,5797,5797,2,0,0,3,7,1670,0,1988,98030,1670,6183
8123100045,20150414T000000,2380,470000,4,3,5125,5125,1.5,0,0,4,7,1680,700,1925,98126,1410,5375
3127200041,20140613T000000,2440,589000,4,3,9600,9600,2,0,0,5,7,2440,0,1961,98034,2290,9600
6661200320,20140723T000000,1050,163500,2,1.5,3419,3419,2,0,0,3,7,1050,0,1996,98038,1050,3417
11510310,20140905T000000,3130,835000,4,2.75,13412,13412,2,0,0,3,9,2140,990,1993,98052,2260,9984
825059270,20141121T000000,4090,1.10E+06,5,3,12850,12850,1,0,2,4,10,2090,2000,1986,98033,2540,10270
8731951370,20150415T000000,1490,269000,4,1.75,10000,10000,1,0,0,4,8,1100,390,1969,98023,2190,8910
1954440060,20140505T000000,1900,560000,3,2.5,8744,8744,2,0,0,3,8,1900,0,1987,98074,2030,8744
2264500350,20150418T000000,1330,615000,4,1,2400,2400,1.5,0,0,4,6,1330,0,1901,98103,1330,4400
1115810060,20141205T000000,2230,585188,3,2.25,10026,10026,1,0,0,3,8,1430,800,1975,98052,2230,9340
9477200200,20140818T000000,1650,305000,3,1.75,9480,9480,1,0,0,3,7,1220,430,1977,98034,1540,8400
1432600560,20141105T000000,1190,166950,3,1,8820,8820,1,0,0,3,6,1190,0,1959,98058,1230,7980
2287000060,20140912T000000,2140,799000,3,2.5,9897,9897,1,0,0,4,8,2140,0,1959,98040,2680,10083
3663500060,20140625T000000,2180,400000,3,2.5,7508,7508,1,0,0,4,7,1420,760,1962,98133,1900,7818
3996900125,20141201T000000,1060,230000,3,1,10228,10228,1,0,0,3,7,1060,0,1948,98155,1570,10228
7796450200,20140515T000000,1690,256883,3,2.5,5025,5025,2,0,0,3,8,1690,0,2003,98023,2550,5001
7549802535,20141111T000000,1970,423000,4,2,6480,6480,1.5,0,0,5,7,1130,840,1920,98108,1500,6480
3278600320,20140723T000000,2150,465000,3,2.5,4084,4084,2,0,0,3,8,2150,0,2007,98126,1750,2385
2824079053,20150113T000000,1910,440000,3,2.5,66211,66211,2,0,0,3,7,1910,0,1997,98024,2330,67268
1222069094,20141014T000000,1350,385000,3,1.75,155073,155073,1,0,0,4,7,1350,0,1969,98038,1560,50965
3542300060,20150311T000000,860,210000,3,1,11725,11725,1,0,0,4,6,860,0,1943,98056,1300,9514
2222059065,20141112T000000,1940,297000,3,2.5,14952,14952,2,0,0,3,8,1940,0,1994,98042,2030,10450
7551300060,20140716T000000,1010,470000,3,1,5000,5000,1,0,0,3,7,1010,0,1952,98107,1680,5000
100600550,20140804T000000,1300,226500,3,1.5,7370,7370,1,0,0,4,7,900,400,1976,98023,1430,7500
3211100860,20150303T000000,910,274250,3,1,8450,8450,1,0,0,4,6,910,0,1962,98059,1400,8040
3456000310,20140804T000000,2480,840000,4,1.75,11010,11010,1,0,0,4,9,1630,850,1966,98040,2770,10744
9526600140,20140919T000000,2440,677900,3,2.5,4587,4587,2,0,0,3,8,2440,0,2010,98052,2750,4587
7465900060,20150205T000000,1010,425000,3,1,5864,5864,1,0,0,3,7,1010,0,1915,98116,1290,5000
1222000055,20141123T000000,900,180250,2,0.75,9600,9600,1,0,0,3,6,900,0,1941,98166,1250,14280
6300000550,20140717T000000,2300,464000,6,3,3404,3404,2,0,0,3,7,1600,700,1920,98133,1560,1312
2310030510,20150422T000000,1550,320000,4,2.25,7579,7579,2,0,0,3,8,1550,0,1993,98038,1630,6397
1025049114,20140717T000000,1270,625504,3,2.25,1566,1566,2,0,0,3,8,1060,210,2014,98105,1160,1327
8677300550,20140515T000000,2240,592500,4,2.5,12032,12032,1,0,0,3,9,2240,0,1983,98074,2520,12368
4014400292,20150114T000000,2714,465000,3,2.5,17936,17936,2,0,0,3,9,2714,0,2005,98001,2590,18386
1102000196,20140527T000000,1720,477000,4,2.75,6270,6270,2,0,0,3,8,1720,0,1978,98118,2130,8700
257000138,20150115T000000,850,280000,2,1,16400,16400,1,0,0,3,6,850,0,1923,98168,1100,14459
46100204,20150221T000000,3300,1.51E+06,5,3,33474,33474,1,0,3,3,9,1870,1430,1957,98040,3836,20953
1909600046,20140703T000000,2250,445838,3,2.5,5692,5692,2,0,0,3,8,2250,0,2000,98146,1320,5390
1250202145,20140828T000000,3900,1.07E+06,2,2.25,14864,14864,1,0,3,3,8,1950,1950,1947,98144,2580,5184
7611200125,20141023T000000,1320,467000,2,1.5,10800,10800,1,0,0,4,8,1320,0,1947,98177,2120,12040
5611500140,20140822T000000,2760,686000,4,2.5,6440,6440,2,0,0,3,10,2760,0,1999,98075,3070,8127
7138000260,20140605T000000,1750,279950,3,2,9750,9750,1,0,0,3,7,1350,400,1961,98198,1900,10125
626059335,20140904T000000,2330,527000,4,2.25,19436,19436,2,0,0,3,8,2330,0,1987,98011,1910,10055
1922059282,20140918T000000,2220,325000,3,2.25,16020,16020,1,0,0,4,8,1780,440,1966,98030,2080,9583
705700390,20140903T000000,2020,328000,3,2.25,8379,8379,2,0,0,3,7,2020,0,1994,98038,2020,8031
7454001200,20140604T000000,1250,390000,3,2.25,7500,7500,1,0,0,5,7,1250,0,1942,98146,1280,7392
8682281200,20150309T000000,1510,479950,2,2,6516,6516,1,0,0,3,8,1510,0,2005,98053,1640,6009
7972000200,20140529T000000,1720,264950,4,2.25,9753,9753,1,0,0,4,7,1120,600,1978,98023,1510,9753
722059070,20150115T000000,1430,235000,3,1,15246,15246,1,0,0,4,7,980,450,1961,98031,1960,13068
7202340400,20150303T000000,1480,516500,3,2.5,4729,4729,2,0,0,3,7,1480,0,2004,98053,2250,4729
8096000060,20150413T000000,1450,655000,2,1.75,15798,15798,2,1,4,3,7,1230,220,1915,98166,2030,13193
2424000060,20140616T000000,2280,500000,4,2.75,15347,15347,1,0,0,5,7,2280,0,1960,98059,2280,15347
9264902050,20141121T000000,2940,315000,6,2.75,7350,7350,1,0,0,3,8,1780,1160,1978,98023,2120,8236
943100260,20141120T000000,1000,213000,2,1,10200,10200,1,0,0,3,6,1000,0,1961,98024,1150,13702
3677400445,20140902T000000,2480,475000,3,1.5,5280,5280,1.5,0,0,5,7,1620,860,1947,98108,2090,4800
1762600320,20140610T000000,3760,1.03E+06,5,4,28040,28040,2,0,0,3,10,3760,0,1983,98033,3430,35096
4058000060,20150409T000000,2220,416000,3,2,94300,94300,1,0,0,5,7,1640,580,1976,98010,2070,80100
7228500560,20150320T000000,1970,410000,4,1,4740,4740,1.5,0,0,3,7,1670,300,1904,98122,1510,4740
326069104,20140701T000000,3830,800000,3,3.5,221284,221284,2,0,0,3,10,3530,300,1993,98077,2920,148539
5152100060,20140529T000000,4410,472000,6,2.5,14034,14034,1,0,2,4,9,2350,2060,1965,98003,2600,13988
3584000310,20141208T000000,1430,225000,3,1.75,8505,8505,1,0,0,4,7,1430,0,1968,98003,1190,8640
8150100045,20141001T000000,830,210000,2,1,6000,6000,1,0,0,3,6,830,0,1940,98126,830,4960
1868901275,20150127T000000,1430,455000,2,1,5000,5000,1.5,0,0,2,7,1430,0,1925,98115,1450,3750
